t,x,y,zone_id,action,switched,perturbed_1,perturbed_2,logits_act,pi_act,pi_max,pi_entropy,pi_argmax,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,g_0,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,g_9,g_10,g_11
59,14,4,2,3,0,0,0,4.30161190032959,0.9846049547195435,0.9846049547195435,0.09955115616321564,3,-0.3702065944671631,-0.029479622840881348,-0.15599258244037628,-0.15498530864715576,-0.005020167678594589,0.15634089708328247,-0.033536843955516815,-0.07405325025320053,-0.8886843919754028,-0.5392788648605347,-0.31875038146972656,-0.3729518949985504,0.19304931163787842,-0.8649441599845886,0.7953055500984192,-0.628002405166626,-0.7282857298851013,-0.70158451795578,0.20785078406333923,0.20123034715652466,-0.6267728805541992,-0.42525991797447205,0.9326378107070923,-0.7525244951248169,0.038476962596178055,0.2823759913444519,0.16575723886489868,0.5594780445098877,-1.2995860576629639,-0.5478259325027466,1.0428156852722168,1.4470471143722534,0.8117684125900269,-1.3384133577346802,1.3714505434036255,-1.8858840465545654,-1.4356434345245361,0.33156782388687134,0.5671876668930054,-0.11057322472333908,-0.719627320766449,0.04385588318109512,0.031528666615486145,0.5837065577507019,-0.9442453384399414,0.07924727350473404,0.6345010995864868,-0.9541756510734558,0.6067878603935242,1.2717435359954834,-0.4719211161136627,-0.043345868587493896
60,14,4,2,3,0,0,0,4.496226787567139,0.9877511262893677,0.9877511262893677,0.08200158178806305,3,-0.398247629404068,-0.06350038200616837,0.014366526156663895,-0.04807257652282715,0.09417249262332916,0.22965474426746368,0.012970421463251114,-0.18659049272537231,-0.8220081329345703,-0.5058237314224243,-0.2828059196472168,-0.33561408519744873,0.09235212951898575,-0.7626799941062927,0.7171257734298706,-0.4535863995552063,-0.7028245329856873,-0.6101964712142944,0.25385069847106934,0.10641279071569443,-0.5540814399719238,-0.2606217563152313,0.903713583946228,-0.7136352062225342,-0.010047326795756817,0.22315829992294312,0.053126052021980286,0.6951385736465454,-1.2620551586151123,-0.4595550298690796,1.0978546142578125,1.3643969297409058,0.8064660429954529,-1.1342962980270386,1.3458807468414307,-2.0333118438720703,-1.5069555044174194,0.2993004024028778,0.5759049654006958,-0.055005643516778946,-0.7220768928527832,0.044134512543678284,0.03116864152252674,0.5856293439865112,-0.9444194436073303,0.08031044155359268,0.6347002387046814,-0.9545645713806152,0.6056440472602844,1.2706772089004517,-0.47158098220825195,-0.04226338863372803
61,14,4,2,3,0,0,0,4.611941814422607,0.9892451763153076,0.9892451763153076,0.0733780637383461,3,-0.46507972478866577,0.06304173916578293,0.010737694799900055,-0.1133185625076294,0.10872186720371246,0.21839028596878052,0.11058361083269119,-0.14223340153694153,-0.7620773315429688,-0.47210150957107544,-0.2348429262638092,-0.34255334734916687,0.07014132291078568,-0.701374351978302,0.6577993035316467,-0.38926830887794495,-0.6461571455001831,-0.5235579013824463,0.1769568920135498,0.06710895895957947,-0.5143749117851257,-0.2214983105659485,0.859655499458313,-0.682732880115509,-0.08258239924907684,0.0961824357509613,0.04491821676492691,0.6897505521774292,-1.2747269868850708,-0.4436776340007782,1.1876327991485596,1.3140114545822144,0.8635632991790771,-1.015580177307129,1.3365678787231445,-2.0768771171569824,-1.4833747148513794,0.3473750054836273,0.572680652141571,-0.07586377114057541,-0.7233613133430481,0.04446231201291084,0.030776700004935265,0.5860475897789001,-0.9446191787719727,0.08116418123245239,0.6347912549972534,-0.9550105333328247,0.6055979132652283,1.2702137231826782,-0.4715809226036072,-0.04155602678656578
62,14,4,2,3,0,0,0,5.0923943519592285,0.9939196109771729,0.9939196109771729,0.04488140344619751,3,-0.421921044588089,-0.15438267588615417,-0.043944187462329865,-0.06099345535039902,-0.05343152582645416,0.19181884825229645,0.11510400474071503,-0.03718276694417,-0.7325704097747803,-0.3223590552806854,-0.4811370372772217,-0.661830723285675,-0.2764934301376343,-0.6835010647773743,0.5830572247505188,-0.32614219188690186,-0.8300732970237732,-0.47391170263290405,-0.34538134932518005,-0.0904877632856369,-0.15258602797985077,-0.5472307205200195,0.9030992388725281,-0.6659383177757263,-0.4306630790233612,-0.15622900426387787,0.01704956404864788,0.83740234375,-1.1744221448898315,-0.7163739800453186,1.434409499168396,1.1305018663406372,0.8531136512756348,-0.7126657962799072,1.4596165418624878,-2.057615041732788,-1.3628134727478027,0.18159320950508118,0.585740327835083,0.11135523021221161,-0.7175275087356567,0.04324348270893097,0.027613148093223572,0.5905572175979614,-0.9449303150177002,0.08203995227813721,0.6332737803459167,-0.9559242725372314,0.605331301689148,1.2703382968902588,-0.4747093915939331,-0.04112767428159714
63,14,4,2,3,0,0,0,4.745816707611084,0.9910202622413635,0.9910202622413635,0.06283503025770187,3,-0.43816637992858887,-0.12374785542488098,-0.05975935980677605,-0.12718112766742706,-0.03622348606586456,0.2079039216041565,0.05012417957186699,-0.010335758328437805,-0.861719012260437,-0.48166486620903015,-0.4419388771057129,-0.5839166045188904,-0.04842975735664368,-0.8268603086471558,0.7366830706596375,-0.5312786102294922,-0.8265401124954224,-0.640943169593811,-0.06336664408445358,0.04969024285674095,-0.4386148452758789,-0.5357625484466553,0.940298318862915,-0.7444844841957092,-0.1689257174730301,0.09987302869558334,0.141678124666214,0.6957828998565674,-1.2788771390914917,-0.6725426316261292,1.1662532091140747,1.3326352834701538,0.8311004042625427,-1.116230845451355,1.4840598106384277,-1.9293434619903564,-1.4023398160934448,0.22183625400066376,0.5835703015327454,0.011470024473965168,-0.7167661190032959,0.04271918162703514,0.02568977139890194,0.5949717164039612,-0.9452475905418396,0.08365373313426971,0.6325566172599792,-0.9565099477767944,0.6034275889396667,1.2694096565246582,-0.4758049249649048,-0.03990704193711281
64,14,4,2,3,0,0,0,4.564110279083252,0.9886986613273621,0.9886986613273621,0.07655317336320877,3,-0.4146057665348053,-0.15451934933662415,-0.03719410300254822,-0.09332498908042908,0.07152190804481506,0.16262950003147125,0.05684759467840195,-0.16350272297859192,-0.813509464263916,-0.4996894896030426,-0.2636967897415161,-0.34219589829444885,0.06389624625444412,-0.7500457763671875,0.6903131008148193,-0.43760159611701965,-0.6990166902542114,-0.5850570201873779,0.2262887805700302,0.06312692165374756,-0.5315016508102417,-0.28056564927101135,0.8934953808784485,-0.7093712687492371,-0.02687503956258297,0.1828904151916504,0.053639985620975494,0.7021666169166565,-1.2717704772949219,-0.47321468591690063,1.1233412027359009,1.3411742448806763,0.826480507850647,-1.0943355560302734,1.3628559112548828,-2.0425338745117188,-1.4969366788864136,0.29496803879737854,0.559411883354187,-0.041262563318014145,-0.718785285949707,0.04294212907552719,0.025355711579322815,0.5962218046188354,-0.9453171491622925,0.08459161967039108,0.6327242255210876,-0.9567620158195496,0.6026505827903748,1.2685301303863525,-0.4755123257637024,-0.039017077535390854
65,14,4,2,3,0,0,0,5.057017803192139,0.9936875700950623,0.9936875700950623,0.04636254161596298,3,-0.4487787187099457,-0.06365988403558731,0.021407704800367355,-0.09483318030834198,-0.004220951348543167,0.20571883022785187,0.11087534576654434,-0.03542614355683327,-0.7329436540603638,-0.3571404814720154,-0.46658942103385925,-0.6443161964416504,-0.23541156947612762,-0.6841813921928406,0.6016176342964172,-0.32835015654563904,-0.8194925785064697,-0.4750402867794037,-0.2827284038066864,-0.06300688534975052,-0.20477166771888733,-0.5090896487236023,0.9017120003700256,-0.6695413589477539,-0.3920499384403229,-0.12996579706668854,0.02952263318002224,0.8436879515647888,-1.1893310546875,-0.6912611126899719,1.394491195678711,1.1531412601470947,0.8444679975509644,-0.760456919670105,1.4517772197723389,-2.059490203857422,-1.3780624866485596,0.2012377679347992,0.5882123708724976,0.09407862275838852,-0.7139320373535156,0.04192870110273361,0.02255850099027157,0.5997157692909241,-0.9455799460411072,0.08540599793195724,0.6314789652824402,-0.9575251936912537,0.6025594472885132,1.2686535120010376,-0.47803065180778503,-0.03857896476984024
66,14,4,2,3,0,0,0,4.905127048492432,0.9923431277275085,0.9923431277275085,0.05480173975229263,3,-0.4482126533985138,-0.0489848293364048,-0.07677192986011505,-0.005786150693893433,0.06544733047485352,0.16966935992240906,0.025999218225479126,-0.08437687158584595,-0.7157829999923706,-0.32903650403022766,-0.38741591572761536,-0.5057756900787354,-0.1349409967660904,-0.6579828262329102,0.5972612500190735,-0.31642675399780273,-0.7369585037231445,-0.482866108417511,-0.14970757067203522,0.008860020898282528,-0.27570292353630066,-0.39239680767059326,0.8696229457855225,-0.6395451426506042,-0.3214888870716095,-0.07495710998773575,0.0003759702085517347,0.7911763787269592,-1.1753087043762207,-0.6010894775390625,1.3829280138015747,1.1957982778549194,0.8595534563064575,-0.8072892427444458,1.3546496629714966,-2.11881685256958,-1.418690800666809,0.3111724853515625,0.5823774933815002,0.03960937261581421,-0.7110011577606201,0.041463661938905716,0.020589645951986313,0.6015325784683228,-0.9459093809127808,0.08599149435758591,0.6307389140129089,-0.9581953883171082,0.6027265191078186,1.2689530849456787,-0.4793817400932312,-0.03825421258807182
67,14,4,2,3,0,0,0,4.914315223693848,0.9924634695053101,0.9924634695053101,0.054054465144872665,3,-0.46407490968704224,-0.056231509894132614,-0.03773114085197449,-0.06045069545507431,0.09913507103919983,0.15298014879226685,0.05868912860751152,-0.027453206479549408,-0.7125374674797058,-0.3673359155654907,-0.35559433698654175,-0.491548627614975,-0.11866410821676254,-0.6487729549407959,0.5896176099777222,-0.2996513545513153,-0.7295104265213013,-0.4733756184577942,-0.08095606416463852,-0.005515143275260925,-0.30056560039520264,-0.3510274589061737,0.8631129860877991,-0.6483257412910461,-0.2895999252796173,-0.06910795718431473,-0.0008814057800918818,0.8113874197006226,-1.200461506843567,-0.5669788718223572,1.3549089431762695,1.193566083908081,0.8616640567779541,-0.8079105615615845,1.3597385883331299,-2.122945547103882,-1.4298038482666016,0.2955664396286011,0.575370192527771,0.03548779338598251,-0.7086462378501892,0.04113335907459259,0.01896139606833458,0.6027039289474487,-0.9461320638656616,0.08642839640378952,0.6302283406257629,-0.958765983581543,0.6031447052955627,1.269132137298584,-0.4805302321910858,-0.03794007748365402
68,14,4,2,3,0,0,0,4.536358833312988,0.9882882237434387,0.9882882237434387,0.07892312854528427,3,-0.401571124792099,-0.0825759768486023,-0.018629165366292,-0.12763309478759766,0.07861008495092392,0.13376742601394653,0.023982204496860504,-0.1865566372871399,-0.8046277761459351,-0.4914694130420685,-0.28346946835517883,-0.34834909439086914,0.07041417807340622,-0.7495703101158142,0.7004587054252625,-0.4455868899822235,-0.692640483379364,-0.5763240456581116,0.19724668562412262,0.09121794998645782,-0.5302299857139587,-0.2945879101753235,0.891373872756958,-0.6979516744613647,-0.04046274721622467,0.17629416286945343,0.06023436412215233,0.6938512325286865,-1.2599552869796753,-0.4861968755722046,1.1359150409698486,1.350007176399231,0.8219648599624634,-1.1115987300872803,1.3486716747283936,-2.0427989959716797,-1.4838820695877075,0.3247234523296356,0.5631284713745117,-0.049896206706762314,-0.7109149098396301,0.04137536883354187,0.018639296293258667,0.6035610437393188,-0.9462121725082397,0.08739869296550751,0.6304366588592529,-0.9589347243309021,0.6023083925247192,1.2684252262115479,-0.47988077998161316,-0.03708057478070259
69,14,4,2,3,0,0,0,4.481484889984131,0.9875983595848083,0.9875983595848083,0.08284907042980194,3,-0.44282203912734985,-0.03055400401353836,-0.06112512946128845,-0.05726669728755951,0.055861327797174454,0.2720774710178375,0.09345778822898865,-0.1282350718975067,-0.8375841379165649,-0.5155282020568848,-0.23758912086486816,-0.3292003273963928,0.13131733238697052,-0.784582793712616,0.7172468900680542,-0.4917401671409607,-0.6825017929077148,-0.6216591596603394,0.2516138255596161,0.09962929040193558,-0.5833128094673157,-0.26982420682907104,0.9000077843666077,-0.7292094230651855,0.009365260601043701,0.2042517513036728,0.09330301731824875,0.6255899667739868,-1.2931421995162964,-0.4630516767501831,1.0850391387939453,1.3768993616104126,0.8519175052642822,-1.1877835988998413,1.345229148864746,-2.0034868717193604,-1.475296974182129,0.3412221372127533,0.5688201189041138,-0.07887599617242813,-0.7141066193580627,0.041697002947330475,0.018653955310583115,0.6044702529907227,-0.9462539553642273,0.08845411241054535,0.6307187080383301,-0.958982527256012,0.6012014150619507,1.267478108406067,-0.47886204719543457,-0.03615623340010643
70,14,4,2,3,0,0,0,4.447357177734375,0.9871025681495667,0.9871025681495667,0.08565852791070938,3,-0.3008774518966675,-0.08970464766025543,-0.023592650890350342,-0.20926734805107117,0.00038511306047439575,0.18075741827487946,0.11122002452611923,-0.09245817363262177,-0.8414673209190369,-0.554138720035553,-0.2350846827030182,-0.3519919216632843,0.13506709039211273,-0.8023421168327332,0.733415424823761,-0.5252472758293152,-0.7040029168128967,-0.6252263188362122,0.2705551087856293,0.0929127186536789,-0.6035404801368713,-0.3061305582523346,0.9058704972267151,-0.7398518323898315,0.036492712795734406,0.2165471911430359,0.12280844897031784,0.6261097192764282,-1.3228209018707275,-0.4776369631290436,1.0480836629867554,1.3901249170303345,0.8411481380462646,-1.2169111967086792,1.3858579397201538,-1.9616791009902954,-1.467321515083313,0.31549495458602905,0.5502589344978333,-0.08655713498592377,-0.717293918132782,0.04195820540189743,0.018590107560157776,0.6055688261985779,-0.946239709854126,0.08964557200670242,0.6309813857078552,-0.9589782953262329,0.599947988986969,1.266431212425232,-0.4779673218727112,-0.03513883799314499
71,14,4,2,3,0,0,0,4.923216342926025,0.9925766587257385,0.9925766587257385,0.05334729328751564,3,-0.3892756700515747,-0.009556509554386139,0.0027143172919750214,-0.12981392443180084,-0.008898932486772537,0.1651163250207901,0.0695565715432167,-0.10717691481113434,-0.7397864460945129,-0.3731798529624939,-0.4349139630794525,-0.5850107669830322,-0.15592443943023682,-0.7034984827041626,0.6365333199501038,-0.3763391673564911,-0.7853937745094299,-0.4924115240573883,-0.2130385935306549,7.9423189163208e-06,-0.291282594203949,-0.4797767102718353,0.8952492475509644,-0.6633843779563904,-0.3237456977367401,-0.07270366698503494,0.05464300140738487,0.7861109972000122,-1.205483317375183,-0.6643036007881165,1.3472926616668701,1.2152570486068726,0.8431559801101685,-0.8576973676681519,1.425162672996521,-2.055542469024658,-1.3950762748718262,0.27267661690711975,0.5846394896507263,0.04561372473835945,-0.7139191627502441,0.04123726487159729,0.01629144325852394,0.6080623269081116,-0.9464945793151855,0.0905645340681076,0.629998505115509,-0.9595276117324829,0.5997215509414673,1.2665870189666748,-0.47964054346084595,-0.03466859087347984
72,14,4,2,3,0,0,0,4.38210916519165,0.9860801100730896,0.9860801100730896,0.09140130877494812,3,-0.48647019267082214,-0.02139352262020111,-0.05248551070690155,-0.06297766417264938,0.013924505561590195,0.2574329972267151,-0.04438299685716629,-0.19990718364715576,-0.895595133304596,-0.5367162823677063,-0.39946824312210083,-0.4499075412750244,0.12484757602214813,-0.8622025847434998,0.7998166680335999,-0.6061939597129822,-0.7846773862838745,-0.7031247019767761,0.15424615144729614,0.1748846173286438,-0.5955452919006348,-0.46315860748291016,0.947819173336029,-0.7593006491661072,-0.007191075012087822,0.2698812782764435,0.16042856872081757,0.6304095983505249,-1.2770342826843262,-0.5898069143295288,1.035918116569519,1.4244990348815918,0.7894741296768188,-1.316681146621704,1.393584966659546,-1.9014923572540283,-1.4359718561172485,0.312076210975647,0.5743744969367981,-0.06246895715594292,-0.7164720296859741,0.04119979962706566,0.015435446053743362,0.6109867095947266,-0.9466536045074463,0.09217418730258942,0.629969596862793,-0.9596701860427856,0.5972639918327332,1.2655256986618042,-0.4788358509540558,-0.03337375819683075
73,14,4,2,3,0,0,0,4.319756507873535,0.9845988750457764,0.9845988750457764,0.09962639212608337,3,-0.4421248435974121,-0.10013700276613235,-0.16986313462257385,-0.045230790972709656,0.13118663430213928,0.16792559623718262,0.10905279964208603,-0.10891859978437424,-0.7808067798614502,-0.48647844791412354,-0.06102624535560608,-0.10226787626743317,0.19980108737945557,-0.7040227055549622,0.6437429785728455,-0.4046158194541931,-0.49652016162872314,-0.5589898824691772,0.39159250259399414,0.09184232354164124,-0.6030092835426331,-0.05955275520682335,0.8148207068443298,-0.6857624053955078,0.05737350508570671,0.19325251877307892,-0.0006608372204937041,0.5374886989593506,-1.258805513381958,-0.3078441321849823,1.1207741498947144,1.365731120109558,0.9210699796676636,-1.1345314979553223,1.2198370695114136,-2.1016697883605957,-1.5001552104949951,0.45965301990509033,0.5751581192016602,-0.14667154848575592,-0.7210562229156494,0.042186103761196136,0.017213406041264534,0.6075488924980164,-0.9465810656547546,0.09249239414930344,0.6307656764984131,-0.9595133066177368,0.5977246761322021,1.2655187845230103,-0.476956307888031,-0.032902397215366364
74,14,4,2,3,0,0,0,4.878301620483398,0.9922264814376831,0.9922264814376831,0.055509328842163086,3,-0.4478030204772949,0.03045685589313507,0.006091885268688202,-0.10982061177492142,0.04146222770214081,0.1931937336921692,0.03197416663169861,-0.01330403983592987,-0.7752267122268677,-0.3974262773990631,-0.4487611949443817,-0.5909124612808228,-0.1237492710351944,-0.7378208041191101,0.6678466796875,-0.4064894914627075,-0.7968611717224121,-0.5386552214622498,-0.1740492582321167,0.03334980458021164,-0.31748050451278687,-0.4807453751564026,0.9096798896789551,-0.6831838488578796,-0.29491302371025085,-0.022556768730282784,0.06712938845157623,0.7792065739631653,-1.206220269203186,-0.6672660708427429,1.2964059114456177,1.246038794517517,0.8382579684257507,-0.9392158389091492,1.4220688343048096,-2.0338518619537354,-1.402054786682129,0.27267566323280334,0.605912983417511,0.038382358849048615,-0.718278169631958,0.041511520743370056,0.015084486454725266,0.6103137731552124,-0.946810245513916,0.09344136714935303,0.6298154592514038,-0.9599754214286804,0.5971090793609619,1.2655006647109985,-0.47842246294021606,-0.03228054940700531
75,14,4,2,3,0,0,0,5.162847995758057,0.9942208528518677,0.9942208528518677,0.0429556630551815,3,-0.4327957332134247,-0.0997568890452385,0.03604986146092415,-0.01238519698381424,-0.006781194359064102,0.1670454740524292,0.05690479651093483,-0.06167641654610634,-0.601992666721344,-0.1976676732301712,-0.561914324760437,-0.7255039215087891,-0.4226389229297638,-0.5524434447288513,0.4886139929294586,-0.16856594383716583,-0.8484941720962524,-0.35357043147087097,-0.5244878530502319,-0.13707780838012695,0.08127085864543915,-0.5727264285087585,0.8837987780570984,-0.5931665897369385,-0.6139243841171265,-0.30719244480133057,-0.0826834887266159,0.9697397351264954,-1.0387897491455078,-0.7383049130439758,1.5947977304458618,0.975102424621582,0.8245603442192078,-0.4610675871372223,1.3875086307525635,-2.128408908843994,-1.3100146055221558,0.19521664083003998,0.5646602511405945,0.1688002645969391,-0.7092547416687012,0.039719272404909134,0.011152693070471287,0.6134704351425171,-0.9468236565589905,0.09333249181509018,0.6279670596122742,-0.9606963396072388,0.5982306003570557,1.2668966054916382,-0.48209813237190247,-0.03265071660280228
76,14,4,2,3,0,0,0,4.690812587738037,0.990211546421051,0.990211546421051,0.0676935613155365,3,-0.3616066873073578,-0.11905764043331146,-0.05857406556606293,-0.04753518104553223,0.05521209165453911,0.18178923428058624,0.06582306325435638,-0.13556571304798126,-0.7628210186958313,-0.4324668347835541,-0.27146047353744507,-0.36872026324272156,0.0016453269636258483,-0.699622631072998,0.641742467880249,-0.37733903527259827,-0.6861482262611389,-0.5383894443511963,0.11907483637332916,0.03783030062913895,-0.4519469439983368,-0.2761465609073639,0.8705615401268005,-0.6778399348258972,-0.12431701272726059,0.07404520362615585,0.02515854872763157,0.7192100882530212,-1.2405463457107544,-0.49229463934898376,1.2226076126098633,1.2866501808166504,0.8599994778633118,-0.9850730895996094,1.3386977910995483,-2.0990920066833496,-1.4731110334396362,0.34125542640686035,0.565009593963623,-0.018199756741523743,-0.7100116610527039,0.039877746254205704,0.010759531520307064,0.6134012937545776,-0.9468868970870972,0.09382569789886475,0.6280521154403687,-0.9608449339866638,0.5983104109764099,1.2666301727294922,-0.48193061351776123,-0.03217923641204834
77,14,4,2,3,0,0,0,4.9672746658325195,0.9930267333984375,0.9930267333984375,0.05053165555000305,3,-0.4607868194580078,-0.11360117048025131,-0.050451140850782394,-0.11107712984085083,-0.011918488889932632,0.19208194315433502,0.14479228854179382,-0.026835910975933075,-0.7685672044754028,-0.4025803506374359,-0.39407727122306824,-0.5774537920951843,-0.14852085709571838,-0.7165207266807556,0.6205313801765442,-0.37824225425720215,-0.7882980108261108,-0.5102291107177734,-0.15839119255542755,-0.04606206715106964,-0.310953825712204,-0.46662774682044983,0.8972637057304382,-0.6904225945472717,-0.2890174686908722,-0.06832148879766464,0.06385719031095505,0.779824435710907,-1.2417134046554565,-0.6500818729400635,1.3163925409317017,1.2098371982574463,0.8704110383987427,-0.8726347088813782,1.4426374435424805,-2.04616117477417,-1.3940528631210327,0.24730616807937622,0.5726792216300964,0.05903812125325203,-0.7072250843048096,0.03922462835907936,0.008860452100634575,0.6155585050582886,-0.9470415115356445,0.09459763765335083,0.6272820234298706,-0.9612330794334412,0.5982071161270142,1.2664916515350342,-0.483356773853302,-0.031802285462617874
78,14,4,2,3,0,0,0,5.115268230438232,0.9940388202667236,0.9940388202667236,0.04412000626325607,3,-0.489315390586853,-0.08359962701797485,-0.012767205014824867,-0.06789799779653549,-0.02186097949743271,0.1624964475631714,0.07740332931280136,-0.06416761875152588,-0.7007734179496765,-0.2798774242401123,-0.5311176180839539,-0.6974101066589355,-0.3264767527580261,-0.6542925238609314,0.567615270614624,-0.289640337228775,-0.8398947715759277,-0.4318224787712097,-0.439316064119339,-0.09025158733129501,-0.07237157970666885,-0.5801050662994385,0.9007027745246887,-0.639753520488739,-0.5006009936332703,-0.2046673744916916,-0.00522436760365963,0.8776150941848755,-1.1217414140701294,-0.7486647367477417,1.4865596294403076,1.0906316041946411,0.8433703780174255,-0.6678304076194763,1.4276705980300903,-2.0816471576690674,-1.329817295074463,0.21184365451335907,0.5866762399673462,0.13582609593868256,-0.7006749510765076,0.03782522678375244,0.005609587766230106,0.6187940835952759,-0.9472526907920837,0.09510476887226105,0.625749945640564,-0.9618715047836304,0.5983986854553223,1.2672030925750732,-0.48604661226272583,-0.03175519406795502
79,14,4,2,3,0,0,0,4.972813129425049,0.993021547794342,0.993021547794342,0.05057408660650253,3,-0.41296181082725525,-0.16028019785881042,0.02026551216840744,-0.10096755623817444,0.06955933570861816,0.14768339693546295,0.10489464551210403,-0.04090546444058418,-0.7151435613632202,-0.40122416615486145,-0.35394397377967834,-0.5139099359512329,-0.15312202274799347,-0.6431636810302734,0.5799276828765869,-0.2830342650413513,-0.7586660385131836,-0.4671435058116913,-0.05193807929754257,-0.05481749027967453,-0.29753395915031433,-0.3554397523403168,0.8727434277534485,-0.6635738015174866,-0.2769176661968231,-0.07518794387578964,-0.0017506523290649056,0.8565074801445007,-1.2176358699798584,-0.5679108500480652,1.3313430547714233,1.1715023517608643,0.8530441522598267,-0.7911481261253357,1.3912514448165894,-2.1220743656158447,-1.4308325052261353,0.25247034430503845,0.55696040391922,0.07037808001041412,-0.6984591484069824,0.03746677190065384,0.004253016319125891,0.6192569732666016,-0.9472935199737549,0.09525497257709503,0.6254541873931885,-0.9621956944465637,0.599158525466919,1.2672638893127441,-0.48705029487609863,-0.03156932443380356
80,14,4,2,3,0,0,0,5.079553604125977,0.9936748147010803,0.9936748147010803,0.0464564748108387,3,-0.4839295446872711,-0.15826281905174255,0.01848672330379486,-0.10796310752630234,0.09385036677122116,0.06952904164791107,0.12156613171100616,-0.12713274359703064,-0.5967547297477722,-0.3162250816822052,-0.36324840784072876,-0.5259443521499634,-0.2450939416885376,-0.5085515379905701,0.47475236654281616,-0.15208646655082703,-0.7324848771095276,-0.3313761055469513,-0.18367445468902588,-0.11163710057735443,-0.1652859002351761,-0.3470340073108673,0.8195211291313171,-0.5974106192588806,-0.413115531206131,-0.24101324379444122,-0.0695972666144371,0.9369897842407227,-1.1618311405181885,-0.5640866160392761,1.4911901950836182,1.0471131801605225,0.8545968532562256,-0.5268438458442688,1.3381696939468384,-2.1934401988983154,-1.3867689371109009,0.2725610136985779,0.5182486176490784,0.0978270098567009,-0.6935279965400696,0.036926690489053726,0.0023125275038182735,0.618182897567749,-0.9472765922546387,0.09482326358556747,0.6250619292259216,-0.9627121686935425,0.6014434099197388,1.2683666944503784,-0.48878955841064453,-0.032108645886182785
81,14,4,2,3,1,0,0,4.841428279876709,0.991927981376648,0.991927981376648,0.05734119936823845,3,-0.4693974256515503,-0.15050749480724335,-0.003157060593366623,-0.0899258702993393,0.0673808753490448,0.14400774240493774,0.018524400889873505,-0.0781669095158577,-0.7965978980064392,-0.4368979334831238,-0.4125179052352905,-0.5297112464904785,-0.10087119042873383,-0.7370873093605042,0.6685000658035278,-0.3947640657424927,-0.79079270362854,-0.5558125972747803,-0.03463334962725639,0.014471068046987057,-0.3660394549369812,-0.4345491826534271,0.9121971130371094,-0.6955041289329529,-0.2104693353176117,0.04374786838889122,0.05196598544716835,0.7976604104042053,-1.2243996858596802,-0.6148579716682434,1.2395014762878418,1.2615915536880493,0.8266121745109558,-0.9837955236434937,1.4132541418075562,-2.051536798477173,-1.428981065750122,0.25054457783699036,0.5738189816474915,0.055343158543109894,-0.6928943991661072,0.036564990878105164,0.0009962418116629124,0.6201145648956299,-0.9474161267280579,0.09557798504829407,0.6247535347938538,-0.962943434715271,0.6007341146469116,1.267924189567566,-0.48916879296302795,-0.031459741294384
82,14,4,2,3,0,0,0,3.763352870941162,0.9717981219291687,0.9717981219291687,0.16522790491580963,3,-1.092878818511963,-0.30453523993492126,0.2107919454574585,-0.3436976373195648,0.4802201986312866,0.1424132138490677,0.028925906866788864,0.016239874064922333,-0.961437463760376,-0.824802041053772,-0.10029727220535278,-0.0652112364768982,0.48659655451774597,-0.9118398427963257,0.8656350374221802,-0.6577868461608887,-0.7249165773391724,-0.7951940298080444,0.8251805901527405,0.2114894837141037,-0.855520486831665,-0.06555238366127014,0.9620020389556885,-0.8621920347213745,0.456584632396698,0.6189817786216736,0.11139146983623505,0.5573766231536865,-1.3497214317321777,-0.25063595175743103,0.6212127208709717,1.5294189453125,0.7178919315338135,-1.599629282951355,1.230180025100708,-1.803847312927246,-1.490078091621399,0.2470313310623169,0.5599431395530701,-0.1561005711555481,-0.7037335634231567,0.0375489704310894,0.003363425377756357,0.619620680809021,-0.9467050433158875,0.09666341543197632,0.6267751455307007,-0.9619144201278687,0.5980463624000549,1.2656383514404297,-0.4849390983581543,-0.029911575838923454
83,14,4,2,3,0,0,0,3.5801494121551514,0.9634135961532593,0.9634135961532593,0.2050880491733551,3,-0.05740109086036682,-0.3243896961212158,0.45971572399139404,-0.5766036510467529,-0.20999814569950104,0.08767672628164291,-0.36034712195396423,-0.596956729888916,-0.9741349816322327,-0.7790058255195618,-0.5994113087654114,-0.5537614822387695,0.3071272671222687,-0.9663600921630859,0.9431759715080261,-0.8348948359489441,-0.9235943555831909,-0.8653659820556641,0.4775557219982147,0.3494734764099121,-0.8117373585700989,-0.6683035492897034,0.9921868443489075,-0.8659876585006714,0.20090368390083313,0.5538986325263977,0.2956533133983612,0.646945595741272,-1.3379493951797485,-0.5921221375465393,0.7271043062210083,1.5321555137634277,0.6384884119033813,-1.6853888034820557,1.4368209838867188,-1.62178373336792,-1.3641542196273804,0.25698643922805786,0.4695407450199127,-0.15709996223449707,-0.7096110582351685,0.037690501660108566,0.0026974258944392204,0.6232528686523438,-0.9467387199401855,0.09888780117034912,0.6277199387550354,-0.9617530703544617,0.5933859348297119,1.2639195919036865,-0.4825272262096405,-0.02783621847629547
